Node1,Node2,Weight,Eigenvector Centrality Min,Eigenvector Centrality Max,Betweenness Centrality Min,Betweenness Centrality Max,Degree Centrality Min,Degree Centrality Max,Local Rank j,Local Rank i,Variance,Normalized Weight,LP,Label
1,8,297,0.14638483968286978,0.1620056649482718,0.018168913465111174,0.03736405101030795,0.13924050632911392,0.17721518987341772,0.9285714285714286,0.8181818181818182,0.2499999999999996,0.9611650485436893,0.0,0.0
1,11,303,0.12329706576002575,0.1620056649482718,0.016351354996180015,0.018168913465111174,0.13924050632911392,0.13924050632911392,1.0,1.0,0.2697945140918084,0.9805825242718447,0.0,0.0
1,12,297,0.1620056649482718,0.17297162891665915,0.018168913465111174,0.01992016814457962,0.13924050632911392,0.16455696202531644,0.8461538461538461,0.9090909090909091,0.2499999999999996,0.9611650485436893,0.0,0.0
1,21,203,0.1620056649482718,0.17361800610943093,0.018168913465111174,0.029444596194666283,0.13924050632911392,0.13924050632911392,0.9090909090909091,0.6363636363636364,0.038334851960075654,0.656957928802589,0.0,0.0
1,23,197,0.0714495885419601,0.1620056649482718,0.007392960326298884,0.018168913465111174,0.0759493670886076,0.13924050632911392,1.0,0.2727272727272727,0.031108283323383557,0.6375404530744336,0.004550625711035039,0.0
1,36,202,0.160987845995397,0.1620056649482718,0.01798594455616471,0.018168913465111174,0.13924050632911392,0.16455696202531644,1.0,0.5454545454545454,0.037078057414564,0.6537216828478964,0.37428896473265116,0.0
1,43,196,0.15866062448886256,0.1620056649482718,0.018168913465111174,0.03426721495987536,0.13924050632911392,0.16455696202531644,1.0,0.18181818181818182,0.02997716823242307,0.6343042071197411,0.12514220705346982,0.0
1,55,198,0.14374001180668627,0.1620056649482718,0.018168913465111174,0.025342148247240175,0.12658227848101267,0.13924050632911392,0.6,0.36363636363636365,0.032260344990102614,0.6407766990291263,0.0,0.0
1,56,204,0.1620056649482718,0.1722491553843625,0.018168913465111174,0.04228855863256459,0.13924050632911392,0.1518987341772152,0.9166666666666666,0.7272727272727273,0.03961259308134588,0.6601941747572816,0.0,0.0
1,57,193,0.1069336884743859,0.1620056649482718,0.018168913465111174,0.022077886050622175,0.11392405063291139,0.13924050632911392,0.8888888888888888,0.09090909090909091,0.02670950241409273,0.6245954692556634,0.0,0.0
1,59,201,0.12296086596773943,0.1620056649482718,0.018168913465111174,0.04208235055362611,0.13924050632911392,0.13924050632911392,0.8181818181818182,0.45454545454545453,0.035842209444810876,0.6504854368932039,0.496018202502844,1.0
2,7,309,0.11330854235372197,0.15688404910129145,0.01140466833232742,0.01701042655278293,0.11392405063291139,0.1518987341772152,1.0,1.0,0.2903431049109242,1.0,0.0,0.0
