Node1,Node2,Weight,Eigenvector Centrality Min,Eigenvector Centrality Max,Betweenness Centrality Min,Betweenness Centrality Max,Degree Centrality Min,Degree Centrality Max,Local Rank j,Local Rank i,Variance,Normalized Weight,LP,Label
1,44,199,0.15335324384860766,0.27220614046968805,0.050526898819232224,0.13410925954513245,0.050314465408805034,0.07547169811320756,1.0,0.6666666666666666,0.16094766076219855,0.9299065420560748,0.0,0.0
1,60,198,0.22693169644121006,0.27220614046968805,0.04068460619690616,0.13410925954513245,0.050314465408805034,0.07547169811320756,0.875,0.4166666666666667,0.15722012451449127,0.9252336448598131,0.5,1.0
1,62,198,0.16122166540522032,0.27220614046968805,0.014717771679796997,0.13410925954513245,0.03773584905660378,0.07547169811320756,1.0,0.5,0.15722012451449127,0.9252336448598131,0.0,0.0
1,64,196,0.10332468115452306,0.27220614046968805,0.04184515782318505,0.13410925954513245,0.01886792452830189,0.07547169811320756,0.6666666666666666,0.16666666666666666,0.1498960678283178,0.9158878504672897,0.0,0.0
1,76,197,0.12027428886400406,0.27220614046968805,0.013129815279325666,0.13410925954513245,0.025157232704402517,0.07547169811320756,0.75,0.25,0.15353626020319777,0.9205607476635514,0.0,0.0
1,84,200,0.07875439618447719,0.27220614046968805,0.006794272521523537,0.13410925954513245,0.01886792452830189,0.07547169811320756,1.0,0.75,0.1647188689463194,0.9345794392523364,0.0,0.0
1,85,198,0.12023612066517789,0.27220614046968805,0.04821546311873515,0.13410925954513245,0.031446540880503145,0.07547169811320756,1.0,0.5833333333333334,0.15722012451449127,0.9252336448598131,0.0,0.0
1,95,203,0.07516491554052618,0.27220614046968805,0.010394189663356129,0.13410925954513245,0.01886792452830189,0.07547169811320756,1.0,0.8333333333333334,0.17629452511716406,0.9485981308411215,0.0,0.0
1,120,190,0.09615834278892307,0.27220614046968805,0.013729532239205033,0.13410925954513245,0.025157232704402517,0.07547169811320756,0.75,0.08333333333333333,0.12897202424372523,0.8878504672897196,0.5,0.0
1,127,204,0.11546032672265633,0.27220614046968805,0.010174057558819918,0.13410925954513245,0.031446540880503145,0.07547169811320756,1.0,0.9166666666666666,0.18024042104693958,0.9532710280373832,0.0,0.0
1,149,206,0.06720302716544209,0.27220614046968805,0.00800652522649179,0.13410925954513245,0.012578616352201259,0.07547169811320756,1.0,1.0,0.18826322871573162,0.9626168224299065,0.0,0.0
1,152,197,0.10249019046830082,0.27220614046968805,0.023090075012692633,0.13410925954513245,0.025157232704402517,0.07547169811320756,1.0,0.3333333333333333,0.15353626020319777,0.9205607476635514,0.0,0.0
2,18,203,0.1262685473220274,0.21746357131598526,0.04990034423996688,0.05075044726346374,0.03773584905660378,0.06289308176100629,1.0,0.5,0.17629452511716406,0.9485981308411215,0.0,0.0
