Node1,Node2,Weight,Eigenvector Centrality Min,Eigenvector Centrality Max,Betweenness Centrality Min,Betweenness Centrality Max,Degree Centrality Min,Degree Centrality Max,Local Rank j,Local Rank i,Variance,Normalized Weight,LP,Label
1,50,197,0.09208251638978064,0.2520392472036695,0.013667949755840845,0.05248628539767781,0.01886792452830189,0.04402515723270441,1.0,0.14285714285714285,0.020050158956253825,0.6437908496732027,0.0,0.0
1,55,198,0.09122338943446048,0.2520392472036695,0.008352727865505508,0.05248628539767781,0.01886792452830189,0.04402515723270441,1.0,0.2857142857142857,0.020986319549757746,0.6470588235294118,0.5,0.0
1,70,198,0.2520392472036695,0.33437966290919235,0.05248628539767781,0.1378029501745766,0.04402515723270441,0.05660377358490566,0.7777777777777778,0.42857142857142855,0.020986319549757746,0.6470588235294118,1.0,1.0
1,71,203,0.10771184755070677,0.2520392472036695,0.0281491085407971,0.05248628539767781,0.031446540880503145,0.04402515723270441,1.0,0.7142857142857143,0.025987512111023344,0.6633986928104575,0.0,0.0
1,73,211,0.07738409028687503,0.2520392472036695,0.0009553379508000955,0.05248628539767781,0.012578616352201259,0.04402515723270441,1.0,1.0,0.03510010413403445,0.6895424836601307,0.0,0.0
1,94,204,0.09351768844820264,0.2520392472036695,0.01629887419235401,0.05248628539767781,0.01886792452830189,0.04402515723270441,0.6666666666666666,0.8571428571428571,0.02705182854202566,0.6666666666666666,0.0,0.0
1,149,202,0.23649892276222706,0.2520392472036695,0.05248628539767781,0.06534033684738247,0.04402515723270441,0.04402515723270441,1.0,0.5714285714285714,0.024944554986270757,0.6601307189542484,0.0,0.0
2,10,291,0.026317194990994212,0.052499893926397506,0.001740838043680174,0.015285407212801527,0.012578616352201259,0.025157232704402517,0.5,0.75,0.20141078236320561,0.9509803921568627,0.5,1.0
2,24,306,0.025462007004408427,0.052499893926397506,0.0011039460764801104,0.015285407212801527,0.012578616352201259,0.025157232704402517,1.0,1.0,0.24781254023411,1.0,0.5,1.0
2,66,206,0.05092211295281256,0.052499893926397506,0.006421994002600642,0.015285407212801527,0.012578616352201259,0.025157232704402517,1.0,0.5,0.029244539322779532,0.673202614379085,0.0,0.0
2,117,204,0.052499893926397506,0.11242442619580717,0.015285407212801527,0.020991655957024954,0.025157232704402517,0.025157232704402517,0.75,0.25,0.02705182854202566,0.6666666666666666,0.5,1.0
3,13,300,0.03809998563311243,0.0748432782456946,0.019918589491075753,0.0913434962634867,0.012578616352201259,0.031446540880503145,0.8,1.0,0.22867513581700544,0.9803921568627451,1.0,1.0
3,32,295,0.03809998563311243,0.08127592108117654,0.019918589491075753,0.10492018574177636,0.012578616352201259,0.031446540880503145,0.8,0.5,0.21331467972461937,0.9640522875816994,1.0,1.0
4,7,300,0.017608721491027896,0.032482103280902834,0.0010791780555334412,0.03240314250584133,0.01886792452830189,0.025157232704402517,1.0,1.0,0.22867513581700544,0.9803921568627451,0.0,0.0
4,59,202,0.03177185202851735,0.032482103280902834,0.013137160498039407,0.03240314250584133,0.025157232704402517,0.025157232704402517,1.0,0.75,0.024944554986270757,0.6601307189542484,0.0,0.0
4,124,200,0.007927200108430234,0.032482103280902834,0.0,0.03240314250584133,0.006289308176100629,0.025157232704402517,1.0,0.25,0.022922718655514786,0.6535947712418301,0.0,0.0
4,156,201,0.032482103280902834,0.0757902761088339,0.03240314250584133,0.04219409282700422,0.025157232704402517,0.025157232704402517,1.0,0.5,0.023922957167767905,0.6568627450980392,1.0,1.0
5,80,198,0.13822731158635704,0.1569050697842144,0.09433052418483515,0.10845865825564893,0.025157232704402517,0.031446540880503145,1.0,0.5,0.020986319549757746,0.6470588235294118,0.0,0.0
5,109,192,0.15580278120045082,0.1569050697842144,0.09433052418483515,0.11573236889692584,0.025157232704402517,0.031446540880503145,0.8,0.25,0.015689745582480184,0.6274509803921569,0.5,1.0
5,117,204,0.11242442619580717,0.1569050697842144,0.020991655957024954,0.09433052418483515,0.025157232704402517,0.025157232704402517,1.0,1.0,0.02705182854202566,0.6666666666666666,0.5,0.0
5,149,198,0.1569050697842144,0.23649892276222706,0.06534033684738247,0.09433052418483515,0.025157232704402517,0.04402515723270441,0.8571428571428571,0.75,0.020986319549757746,0.6470588235294118,0.0,0.0
6,105,206,0.060300388067734315,0.07447829535357295,0.014382178604772346,0.038324009138434735,0.01886792452830189,0.031446540880503145,1.0,0.6666666666666666,0.029244539322779532,0.673202614379085,0.0,0.0
6,119,203,0.060300388067734315,0.06202763836634184,0.014382178604772346,0.041614870370542685,0.01886792452830189,0.025157232704402517,1.0,0.3333333333333333,0.025987512111023344,0.6633986928104575,0.5,0.0
6,157,206,0.060300388067734315,0.11057798333946044,0.014382178604772346,0.03161713694314602,0.01886792452830189,0.03773584905660378,0.8333333333333334,1.0,0.029244539322779532,0.673202614379085,0.5,1.0
7,85,198,0.017608721491027896,0.018114815961462385,0.0010791780555334412,0.014402856915395725,0.01886792452830189,0.01886792452830189,0.6666666666666666,0.3333333333333333,0.020986319549757746,0.6470588235294118,0.0,0.0
7,141,203,0.017608721491027896,0.021556099741832514,0.0010791780555334412,0.009553379508000955,0.01886792452830189,0.01886792452830189,0.6666666666666666,0.6666666666666666,0.025987512111023344,0.6633986928104575,1.0,1.0
8,18,301,0.024846875550938553,0.05135101763259269,0.013106326839309878,0.01957813259461217,0.01886792452830189,0.031446540880503145,0.8,1.0,0.23181130495423186,0.9836601307189542,1.0,1.0
8,85,202,0.018114815961462385,0.024846875550938553,0.013106326839309878,0.014402856915395725,0.01886792452830189,0.01886792452830189,1.0,0.6666666666666666,0.024944554986270757,0.6601307189542484,0.0,0.0
