Node1,Node2,Weight,Eigenvector Centrality Min,Eigenvector Centrality Max,Betweenness Centrality Min,Betweenness Centrality Max,Degree Centrality Min,Degree Centrality Max,Local Rank j,Local Rank i,Variance,Normalized Weight,LP,Label
1,2,302,0.07159684152838464,0.07609358409651643,0.001829088478240615,0.0025437768451859683,0.18238993710691825,0.18867924528301888,0.9655172413793104,0.9333333333333333,0.3113411890970418,0.9741935483870968,0.0,0.0
1,13,296,0.07609358409651643,0.07706156451838278,0.001829088478240615,0.007957012160499143,0.18867924528301888,0.20125786163522014,0.90625,0.8666666666666667,0.2901165901140644,0.9548387096774194,0.0,0.0
1,17,303,0.07609358409651643,0.09909921732922329,0.001829088478240615,0.0033310072001259006,0.18867924528301888,0.24528301886792453,1.0,0.9666666666666667,0.3149514630517142,0.9774193548387097,0.0,0.0
1,19,295,0.07609358409651643,0.09505031465986528,0.001829088478240615,0.008838932647921254,0.18867924528301888,0.2389937106918239,0.868421052631579,0.8333333333333334,0.2866519977410777,0.9516129032258065,0.0,0.0
1,20,310,0.07609358409651643,0.08379264448254548,0.001829088478240615,0.010541366213685297,0.18867924528301888,0.2138364779874214,1.0,1.0,0.3408061070611642,1.0,0.0,0.0
1,24,297,0.07609358409651643,0.09102062146140943,0.001829088478240615,0.011142958139614459,0.18867924528301888,0.23270440251572327,0.918918918918919,0.9,0.2936019941415775,0.9580645161290322,0.0,0.0
1,36,210,0.07219920544876134,0.07609358409651643,0.001829088478240615,0.002388367852900931,0.18238993710691825,0.18867924528301888,1.0,0.8,0.06822824333169379,0.6774193548387096,0.0,0.0
1,49,205,0.07609358409651643,0.0944830834265673,0.001829088478240615,0.013775977138766724,0.18867924528301888,0.24528301886792453,1.0,0.6666666666666666,0.06006240945843569,0.6612903225806451,0.11330847853341883,0.0
1,52,198,0.07266779698762377,0.07609358409651643,0.001829088478240615,0.0021386657641732877,0.18867924528301888,0.18867924528301888,0.9,0.16666666666666666,0.049504331525988786,0.6387096774193548,0.06247646012894841,0.0
1,54,199,0.07609358409651643,0.09279740343129263,0.001829088478240615,0.0116683863907413,0.18867924528301888,0.2389937106918239,0.9473684210526315,0.3333333333333333,0.050950193409901624,0.6419354838709678,0.0,0.0
1,59,201,0.07609358409651643,0.08627807664048527,0.001829088478240615,0.011175982241184058,0.18867924528301888,0.22641509433962265,0.8888888888888888,0.5,0.05390435214130686,0.6483870967741936,0.1695745144921371,0.0
1,60,198,0.07609358409651643,0.0861993315414228,0.001829088478240615,0.002423980498974528,0.18867924528301888,0.22012578616352202,0.8857142857142857,0.2,0.049504331525988786,0.6387096774193548,0.0,0.0
1,61,200,0.07322581969263742,0.07609358409651643,0.001829088478240615,0.005873771780148662,0.18867924528301888,0.18867924528301888,0.9,0.4666666666666667,0.05241686694834095,0.6451612903225806,0.0,1.0
1,71,200,0.07609358409651643,0.09076809693806429,0.001829088478240615,0.007621877979708238,0.18867924528301888,0.22012578616352202,1.0,0.4,0.05241686694834095,0.6451612903225806,0.02511087595765277,0.0
1,76,200,0.06464635387797103,0.07609358409651643,0.001829088478240615,0.0037187449654609915,0.16352201257861637,0.18867924528301888,0.9615384615384616,0.43333333333333335,0.05241686694834095,0.6451612903225806,0.0,0.0
1,91,203,0.0750866503762441,0.07609358409651643,0.001829088478240615,0.0047701427658999405,0.18867924528301888,0.1949685534591195,0.9032258064516129,0.6333333333333333,0.05694175749081818,0.6548387096774193,0.0013803857342328807,0.0
1,92,208,0.07609358409651643,0.10016297686614924,0.001829088478240615,0.014414742525561726,0.18867924528301888,0.2578616352201258,0.975609756097561,0.7666666666666667,0.06489947481881099,0.6709677419354839,0.0379871536374205,0.0
1,101,202,0.07609358409651643,0.10059934108099941,0.001829088478240615,0.007460994277330557,0.18867924528301888,0.2578616352201258,0.926829268292683,0.6,0.05541264898879925,0.6516129032258065,0.00392191238713524,0.0
1,105,197,0.066987266871565,0.07609358409651643,0.001829088478240615,0.007560994675874063,0.169811320754717,0.18867924528301888,0.8518518518518519,0.06666666666666667,0.048079281296602536,0.635483870967742,0.0,0.0
1,106,198,0.07609358409651643,0.08018996254055105,0.001829088478240615,0.005389785757590868,0.18867924528301888,0.20125786163522014,0.875,0.13333333333333333,0.049504331525988786,0.6387096774193548,0.0,0.0
1,112,199,0.07609358409651643,0.08841824340680882,0.001829088478240615,0.018341488319993215,0.18867924528301888,0.22641509433962265,0.9444444444444444,0.3,0.050950193409901624,0.6419354838709678,0.19893102976364505,0.0
1,114,206,0.06945720499508387,0.07609358409651643,0.001829088478240615,0.006128223363117082,0.17610062893081763,0.18867924528301888,1.0,0.7333333333333333,0.06165395292403427,0.6645161290322581,0.0,0.0
1,117,197,0.05759931704127885,0.07609358409651643,0.001829088478240615,0.00590738684839473,0.14465408805031446,0.18867924528301888,0.8260869565217391,0.03333333333333333,0.048079281296602536,0.635483870967742,0.0,0.0
1,120,205,0.07609358409651643,0.07961713590406493,0.001829088478240615,0.005778048433887937,0.18867924528301888,0.20754716981132076,1.0,0.7,0.06006240945843569,0.6612903225806451,0.0,0.0
